BCB/2578,"Business, professional and technical services - architectural, engineering and other (credit)"
BCB/2579,"Business, professional and technical services - installation/implementation of technical and economic services (credit)"
BCB/2580,"Business, professional and technical services - total (debit)"
BCB/2581,"Business, professional and technical services - acquisition of medicaments (debit)"
BCB/2582,"Business, professional and technical services - mail orders (debit)"
BCB/2583,"Business, professional and technical services - self-employed remuneration (debit)"
BCB/2584,"Business, professional and technical services - installation and maintainance of administrative offices and real-state rental (debit)"
BCB/2585,"Business, professional and technical services - participation in fairs and exhibits (debit)"
BCB/2586,"Business, professional and technical services - professional athlete's transfer fee (debit)"
BCB/2587,"Business, professional and technical services - publicity (debit)"
BCB/2588,"Business, professional and technical services - architectural, engineering and other (debit)"
BCB/2590,"Personal, cultural and recreational services (net)"
BCB/2591,"Personal, cultural and recreational services - total (credit)"
BCB/2592,"Personal, cultural and recreational services - audio-visual & related services (credit)"
BCB/2593,"Personal, cultural and recreational services - cultural and sports events (credit)"
BCB/2594,"Personal, cultural and recreational services - total (debit)"
BCB/2595,"Personal, cultural and recreational services - audio-visual & related services (debit)"
BCB/2596,"Personal, cultural and recreational services - cultural and sports events (debit)"
BCB/2600,Income - total (net)
BCB/2601,Income - compensation of employees (net)
BCB/2602,Income - compensation of employees (credit)
BCB/2603,Income - compensation of employees (debit)
BCB/2604,Income - profits and dividends (net)
BCB/2605,Income - profits and dividends excluding reinvested earnigs - total (credit)
BCB/2606,Income - profits and dividends - direct investment (credit)
BCB/2607,Income - profits and dividends - portfolio investment (credit)
BCB/2608,Income - reinvested earnings (credit)
BCB/2609,Income - profits and dividends excluding reinvested earnigs - total (debit)
BCB/2610,Income - profits and dividends - direct investment (debit)
BCB/2611,Income - profits and dividends - portfolio investment (debit)
BCB/2612,Income - reinvested earnings (in Brazil) (debit)
BCB/2613,Income - interest (net)
BCB/2614,Income - interest total (credit)
BCB/2615,Income - interest - intercompny loans (credit)
BCB/2616,Income - interest - portfolio investment - debt securities (credit)
BCB/2617,Income - interest - other investiments (credit)
BCB/2618,Income - interest - total (debit)
BCB/2619,Income - Refinanced interest (debit)
BCB/2620,Income - interest in arrears (debit)
BCB/2621,Income - interest paid (debit)
BCB/2622,Income - interest paid - intercompany loans (debit)
BCB/2623,Income - interest paid -portfolio investment - debt securities (debit)
BCB/2624,Income - interest paid - other investment (debit)
BCB/2625,Current unilateral transfers (net)
BCB/2626,Current unilateral transfers (credit)
BCB/2627,Current unilateral transfers (debit)
BCB/2628,Capital account (net)
BCB/2629,Capital transfers (net)
BCB/2630,Capital transfers (credit)
BCB/2631,Capital transfers (debit)
BCB/2632,Acquisition/disposal of nonproduced nonfinancial assets (net)
BCB/2633,Acquisition/disposal of non-produced/nonfinancial goods - cession of brands and patents (credit)
BCB/2634,Acquisition/disposal of non-produced/nonfinancial goods - cession of brands and patents (debit)
BCB/2635,Financial account (net)
BCB/2636,Direct investment - total (net)
BCB/2637,Brazilian direct investment - BDI (net)
BCB/2638,BDI - equity capital (debit)
BCB/2639,BDI - equity capital (credit)
BCB/2640,BDI - equity capital - reinvestment (debit)
BCB/2641,BDI - claims on affiliated enterprises (debit)
BCB/2642,BDI - claims on affiliated enterprises (credit)
BCB/2643,BDI - liabilities to affiliated enterprises (credit)
BCB/2644,BDI - liabilities to affiliated enterprises (debit)
BCB/2645,Foreign direct investment - FDI (net)
BCB/2646,FDI - equity capital - currency excluding privatization (credit)
BCB/2647,FDI - equity capital - currency - privatization (credit)
BCB/2648,FDI - equity capital - conversion (credit)
BCB/2650,FDI - equity capital - merchandise (credit)
BCB/2651,FDI - equity capital - reinvestment (credit)
BCB/2652,FDI - equity capital (debit)
BCB/2653,FDI - liabilities to direct investors (credit)
BCB/2654,FDI - liabilities to direct investors (debit)
BCB/2655,FDI - claims on direct investors (debit)
BCB/2656,FDI - claims on direct investors (credit)
BCB/2657,Portfolio investment - total (net)
BCB/2658,Brazilian portfolio investment - BPI (net)
BCB/2659,BPI - equity and debt securities - total (debit)
BCB/2660,BPI - foreign company equity BDR (debit)
BCB/2661,BPI - foreign company equity excluding BDR (debit)
BCB/2662,BPI - long-term debt securities (debit)
BCB/2663,BPI - short-term debt securities (debit)
BCB/2664,BPI - equity and debt securities - total (credit)
BCB/2665,BPI - foreign company equity BDR (credit)
BCB/2666,BPI - foreign company equity excluding BDR (credit)
BCB/2667,BPI - long-term debt securities (credit)
BCB/2668,BPI - short-term debt securities (credit)
BCB/2669,Foreign portfolio investment - FPI (net)
BCB/2670,FPI - Brazilian company equity issued in the country (credit)
BCB/2671,FPI - Brazilian company equity DR (credit)
BCB/2672,FPI - Brazilian company equity issued in the country (debit)
BCB/2673,FPI - Brazilian company equity DR (debit)
BCB/2674,FPI - long-term debt securities issued in the country (credit)
BCB/2675,FPI - long-term debt securities issued abroad excluding refinancing (credit)
BCB/2676,FPI - long-term debt securities issued abroad - refinancing (credit)
BCB/2677,FPI - long-term debt securities issued abroad - refinancing (discount)
BCB/2678,FPI - long-term debt securities issued in the country (debit)
BCB/2679,FPI - long-term debt securities issued abroad excluding refinancing (debit)
BCB/2680,FPI - long-term debt securities issued abroad - refinancing (debit)
BCB/2682,FPI - short-term debt securities issued in the country (credit)
BCB/2683,FPI - short-term debt securities issued abroad (credit)
BCB/2684,FPI - short-term debt securities issued in the country (debit)
BCB/2685,FPI - short-term debt securities issued abroad (debit)
BCB/2686,Financial derivatives - total (net)
BCB/2687,Financial derivatives - assets (net)
BCB/2688,Financial derivatives - liabilities (net)
BCB/2689,Other investments - total (net)
BCB/2690,Other Brazilian investments - OBI - total (net)
BCB/2691,OBI - long-term loan and financing (debit)
BCB/2692,OBI - long-term loan and financing (credit)
BCB/2693,OBI - short-term loan and financing (net)
BCB/2694,OBI - currency and deposits - total (net)
BCB/2695,OBI - currency and deposits - banks (net)
BCB/2696,OBI - currency and deposits - other sectors (net)
BCB/2697,OBI - other long-term assets (net)
BCB/2698,OBI - other short-term assets (net)
BCB/2699,Other foreign investments - OFI total (net)
BCB/2700,OFI - long-term suppliers' trade credits - excluding refinancing (credit)
BCB/2702,OFI - long-term suppliers' trade credits - (debit)
BCB/2704,OFI - long-term trade credit - arrears (debit)
BCB/2705,OFI - short-term trade credits (net)
BCB/2706,OFI - long-term loans and financing - total refinanced (credit)
BCB/2707,OFI - exceptional financing - IMF (credit)
BCB/2709,OFI - long-term financing from multilateral organizations excluding refinancing (credit)
BCB/2710,OFI - long-term financing from government agencies excluding refinancing (credit)
BCB/2711,OFI - long-term buyers' trade credits excluding refinancing (credit)
BCB/2712,OFI - other long-term loans excluding refinancing (credit)
BCB/2713,OFI - other long-terms loans - discounts (credit)
BCB/2716,OFI - exceptional financing - IMF (debit)
BCB/2717,OFI - exceptional financing - excluding IMF (debit)
BCB/2718,OFI - long-term financing from multilateral organizations (debit)
BCB/2719,OFI - long-term financing from government agencies (debit)
BCB/2720,OFI - long-term buyers' trade credits (debit)
BCB/2721,OFI - other long-term loans (debit)
BCB/2722,OFI - short-term loans and financing (net)
BCB/2725,OFI - currency and deposits (net)
BCB/2726,OFI - other long-term liabilities (net)
BCB/2727,OFI - other short-term liabilities (net)
BCB/2728,OFI - other short-term liabilities - in arrears (net)
BCB/2729,Errors and omissions
BCB/2730,Change in reserves ( - = increase)
BCB/2731,"Current Account (net), 2731"
BCB/2732,"Trade balance (net), 2732"
BCB/2733,"Exports (fob), 2733"
BCB/2734,"Imports (fob), 2734"
BCB/2735,"Services (net), 2735"
BCB/2736,"Transportation (net), 2736"
BCB/2737,"Transportation, total (credit), 2737"
BCB/2738,"Transportation, freight (credit), 2738"
BCB/2739,"Transportation, others (credit), 2739"
BCB/2740,"Transportation, total (debit), 2740"
BCB/2741,"Transportation, freight (debit), 2741"
BCB/2742,"Transportation, others (debit), 2742"
BCB/2743,"Travel (net), 2743"
BCB/2744,"Travel, total (credit), 2744"
BCB/2745,"Travel, education-related and cultural and sporting events (credit), 2745"
BCB/2746,"Travel, government employees (credit), 2746"
BCB/2747,"Travel, business (credit), 2747"
BCB/2748,"Travel, health-related (credit), 2748"
BCB/2749,"Travel, tourism (credit), 2749"
BCB/2750,"Travel, credit card (credit), 2750"
BCB/2751,"Travel, total (debit), 2751"
BCB/2752,"Travel, education-related and cultural and sporting events (debit), 2752"
BCB/2753,"Travel, government employees (debit), 2753"
BCB/2754,"Travel, business (debit), 2754"
BCB/2755,"Travel, health-related (debit), 2755"
BCB/2756,"Travel, tourism (debit), 2756"
BCB/2757,"Travel, credit card (debit), 2757"
BCB/2758,"Insurance (net), 2758"
BCB/2759,"Insurance (credit), 2759"
BCB/2760,"Insurance (debit), 2760"
BCB/2761,"Government services (net), 2761"
BCB/2762,"Government services (credit), 2762"
BCB/2763,"Government services (debit), 2763"
BCB/2764,"Financial services (net), 2764"
BCB/2765,"Financial services (credit), 2765"
BCB/2766,"Financial services (debit), 2766"
BCB/2767,"Computer and information services (net), 2767"
BCB/2768,"Computer and information services (credit), 2768"
BCB/2769,"Computer and information services (debit), 2769"
BCB/2770,"Royalties and license fees (net), 2770"
BCB/2771,"Royalties and license fees (credit), 2771"
BCB/2772,"Royalties and license fees (debit), 2772"
BCB/2773,"Operational leasing services (net), 2773"
BCB/2774,"Operational leasing services (credit), 2774"
BCB/2775,"Operational leasing services (debit), 2775"
BCB/2776,"Communication services (net), 2776"
BCB/2777,"Communication services (credit), 2777"
BCB/2778,"Communication services (debit), 2778"
BCB/2779,"Construction services (net), 2779"
BCB/2780,"Construction services (credit), 2780"
BCB/2781,"Construction services (debit), 2781"
BCB/2782,"Merchanting and other trade-related services (net), 2782"
BCB/2783,"Merchanting and other trade-related services (credit), 2783"
BCB/2784,"Merchanting and other trade-related services (debit), 2784"
BCB/2785,"Business, professional and technical services (net), 2785"
BCB/2786,"Business, professional and technical services, total (credit), 2786"
BCB/2787,"Business, professional and technical services, mail orders (credit), 2787"
BCB/2788,"Business, professional and technical services, self-employed remuneration (credit) 2788"
BCB/2789,"Business, professional and technical services, installation and maintainance of administrative offices and real-state rental (credit), 2789"
BCB/2790,"Business, professional and technical services, participation in fairs and exhibits (credit), 2790"
BCB/2791,"Business, professional and technical services, professional athlete's transfer fees (credit), 2791"
BCB/2792,"Business, professional and technical services, publicity (credit), 2792"
BCB/2793,"Business, professional and technical services, architectural, engineering and other (credit), 2793"
BCB/2794,"Business, professional and technical services, installation/implementation of technical and economic services (credit), 2794"
BCB/2795,"Business, professional and technical services, total (debit), 2795"
BCB/2796,"Business, professional and technical services, acquisition of medicaments (debit), 2796"
BCB/2797,"Business, professional and technical services, mail orders (debit), 2797"
BCB/2798,"Business, professional and technical services, self-employed remuneration (debit) 2798"
BCB/2799,"Business, professional and technical services, installation and maintainance of administrative offices and real-state rental (debit), 2799"
BCB/2800,"Business, professional and technical services, participation in fairs and exhibits (debit), 2800"
BCB/2801,"Business, professional and technical services, professional athlete's transfer fee (debit), 2801"
BCB/2802,"Business, professional and technical services, publicity (debit), 2802"
BCB/2803,"Business, professional and technical services, architectural, engineering and other (debit), 2803"
BCB/2804,"Business, professional and technical services, installation/implementation of technical and economic services (debit), 2804"
BCB/2805,"Personal, cultural and recreational services (net), 2805"
BCB/2806,"Personal, cultural and recreational services, total (credit), 2806"
BCB/2807,"Personal, cultural and recreational services, audio-visual & related services (credit), 2807"
BCB/2808,"Personal, cultural and recreational services, cultural and sports events (credit), 2808"
BCB/2809,"Personal, cultural and recreational services, total (debit), 2809"
BCB/2810,"Personal, cultural and recreational services, audio-visual & related services (debit), 2810"
BCB/2811,"Personal, cultural and recreational services, cultural and sports events (debit), 2811"
BCB/2815,"Income, total (net), 2815"
BCB/2816,"Income, compensation of employees (net), 2816"
BCB/2817,"Income, compensation of employees (credit), 2817"
BCB/2818,"Income, compensation of employees (debit), 2818"
BCB/2819,"Income, profits and dividends, includes reinvested earnings (net)"
BCB/2820,"Income, profits and dividends excluding reinvested earnigs, total (credit), 2820"
BCB/2821,"Income, profits and dividends, direct investment (credit), 2821"
BCB/2822,"Income, profits and dividends, portfolio investment (credit), 2822"
BCB/2823,"Income, reinvested earnings (credit), 2823"
BCB/2824,"Income, profits and dividends excluding reinvested earnigs, total (debit), 2824"
BCB/2825,"Income, profits and dividends, direct investment (debit), 2825"
BCB/2826,"Income, profits and dividends, portfolio investment (debit), 2826"
BCB/2827,"Income, reinvested earnings (in Brazil) (debit), 2827"
BCB/2828,"Income, interest (net), 2828"
BCB/2829,"Income, interest total (credit), 2829"
BCB/2830,"Income, interest, intercompny loans (credit), 2830"
BCB/2831,"Income, interest, portfolio investment, debt securities (credit), 2831"
BCB/2832,"Income, interest, other investiments (credit), 2832"
BCB/2833,"Income, interest, total (debit), 2833"
BCB/2834,"Income, Refinanced interest (debit), 2834"
BCB/2835,"Income, interest in arrears (debit), 2835"
BCB/2836,"Income, interest paid (debit), 2836"
BCB/2837,"Income, interest paid, intercompany loans (debit), 2837"
BCB/2838,"Income, interest paid,portfolio investment, debt securities (debit), 2838"
BCB/2839,"Income, interest paid, other investment (debit), 2839"
BCB/2840,"Current unilateral transfers (net), 2840"
BCB/2841,"Current unilateral transfers (credit), 2841"
BCB/2842,"Current unilateral transfers (debit), 2842"
BCB/2843,"Capital account (net), 2843"
BCB/2844,"Capital transfers (net), 2844"
BCB/2845,"Capital transfers (credit), 2845"
BCB/2846,"Capital transfers (debit), 2846"
BCB/2847,"Acquisition/disposal of nonproduced nonfinancial assets (net), 2847"
BCB/2848,"Acquisition/disposal of non-produced/nonfinancial goods, cession of brands and patents (credit), 2848"
BCB/2849,"Acquisition/disposal of non-produced/nonfinancial goods, cession of brands and patents (debit), 2849"
BCB/2850,"Financial account (net), 2850"
BCB/2851,"Direct investment, total (net), 2851"
BCB/2852,"Brazilian direct investment, BDI (net), 2852"
BCB/2853,"BDI, equity capital (debit), 2853"
BCB/2854,"BDI, equity capital (credit), 2854"
BCB/2855,"BDI, equity capital, reinvestment (debit), 2855"
BCB/2856,"BDI, claims on affiliated enterprises (debit), 2856"
BCB/2857,"BDI, claims on affiliated enterprises (credit), 2857"
BCB/2858,"BDI, liabilities to affiliated enterprises (credit), 2858"
BCB/2859,"BDI, liabilities to affiliated enterprises (debit), 2859"
BCB/2860,"Foreign direct investment, FDI (net), 2860"
BCB/2861,"FDI, equity capital, currency excluding privatization (credit), 2861"
BCB/2862,"FDI, equity capital, currency, privatization (credit), 2862"
BCB/2863,"FDI, equity capital, conversion (credit), 2863"
BCB/2865,"FDI, equity capital, merchandise (credit), 2865"
BCB/2866,"FDI, equity capital, reinvestment (credit), 2866"
BCB/2867,"FDI, equity capital (debit), 2867"
BCB/2868,"FDI, liabilities to direct investors (credit), 2868"
BCB/2869,"FDI, liabilities to direct investors (debit), 2869"
BCB/2870,"FDI, claims on direct investors (debit), 2870"
BCB/2871,"FDI, claims on direct investors (credit), 2871"
BCB/2872,"Portfolio investment, total (net), 2872"
BCB/2873,"Brazilian portfolio investment, BPI (net), 2873"
BCB/2874,"BPI, equity and debt securities, total (debit), 2874"
BCB/2875,"BPI, foreign company equity BDR (debit), 2875"
BCB/2876,"BPI, foreign company equity excluding BDR (debit), 2876"
BCB/2877,"BPI, long-term debt securities (debit), 2877"
BCB/2878,"BPI, short-term debt securities (debit), 2878"
BCB/2879,"BPI, equity and debt securities, total (credit), 2879"
BCB/2880,"BPI, foreign company equity BDR (credit), 2880"
BCB/2881,"BPI, foreign company equity excluding BDR (credit), 2881"
BCB/2882,"BPI, long-term debt securities (credit), 2882"
BCB/2883,"BPI, short-term debt securities (credit), 2883"
BCB/2884,"Foreign portfolio investment, FPI (net), 2884"
BCB/2885,"FPI, Brazilian company equity issued in the country (credit), 2885"
BCB/2886,"FPI, Brazilian company equity DR (credit), 2886"
BCB/2887,"FPI, Brazilian company equity issued in the country (debit), 2887"
BCB/2888,"FPI, Brazilian company equity DR (debit), 2888"
BCB/2889,"FPI, long-term debt securities issued in the country (credit), 2889"
BCB/2890,"FPI, long-term debt securities issued abroad excluding refinancing (credit), 2890"
BCB/2891,"FPI, long-term debt securities issued abroad, refinancing (credit), 2891"
BCB/2892,"FPI, long-term debt securities issued abroad, refinancing (discount), 2892"
BCB/2893,"FPI, long-term debt securities issued in the country (debit), 2893"
BCB/2894,"FPI, long-term debt securities issued abroad excluding refinancing (debit), 2894"
BCB/2895,"FPI, long-term debt securities issued abroad, refinancing (debit), 2895"
BCB/2897,"FPI, short-term debt securities issued in the country (credit), 2897"
BCB/2898,"FPI, short-term debt securities issued abroad (credit), 2898"
BCB/2899,"FPI, short-term debt securities issued in the country (debit), 2899"
BCB/2900,"FPI, short-term debt securities issued abroad (debit), 2900"
BCB/2901,"Financial derivatives, total (net), 2901"
BCB/2902,"Financial derivatives, assets (net), 2902"
BCB/2903,"Financial derivatives, liabilities (net), 2903"
BCB/2904,"Other investments, total (net), 2904"
BCB/2905,"Other Brazilian investments, OBI, total (net), 2905"
BCB/2906,"OBI, long-term loan and financing (debit), 2906"
BCB/2907,"OBI, long-term loan and financing (credit), 2907"
BCB/2908,"OBI, short-term loan and financing (net), 2908"
BCB/2909,"OBI, currency and deposits, total (net), 2909"
BCB/2910,"OBI, currency and deposits, banks (net), 2910"
BCB/2911,"OBI, currency and deposits, other sectors (net), 2911"
BCB/2912,"OBI, other long-term assets (net), 2912"
BCB/2913,"OBI, other short-term assets (net), 2913"
BCB/2914,"Other foreign investments, OFI total (net), 2914"
BCB/2915,"OFI, long-term suppliers' trade credits, excluding refinancing (credit), 2915"
BCB/2917,"OFI, long-term suppliers' trade credits (debit)"
BCB/2920,"OFI, short-term trade credits (net), 2920"
BCB/2922,"OFI, exceptional financing, IMF (credit), 2922"
BCB/2923,"OFI, exceptional financing, other excluding IMF (credit), 2923"
BCB/2924,"OFI, long-term financing from multilateral organizations excluding refinancing (credit), 2924"
BCB/2925,"OFI, long-term financing from government agencies excluding refinancing (credit), 2925"
BCB/2926,"OFI, long-term buyers' trade credits excluding refinancing (credit), 2926"
BCB/2927,"OFI, other long-term loans excluding refinancing (credit), 2927"
BCB/2931,"OFI, exceptional financing, IMF (debit), 2931"
BCB/2932,"OFI, exceptional financing, excluding IMF (debit), 2932"
BCB/2933,"OFI, long-term financing from multilateral organizations (debit), 2933"
BCB/2934,"OFI, long-term financing from government agencies (debit), 2934"
BCB/2935,"OFI, long-term buyers' trade credits (debit), 2935"
BCB/2936,"OFI, other long-term loans (debit), 2936"
BCB/2937,"OFI, short-term loans and financing (net), 2937"
BCB/2940,"OFI, currency and deposits (net), 2940"
BCB/2941,"OFI, other long-term liabilities (net), 2941"
BCB/2942,"OFI, other short-term liabilities (net), 2942"
BCB/2943,"OFI, other short-term liabilities, in arrears (net), 2943"
BCB/2944,"Errors and omissions, 2944"
BCB/2945,"Change in reserves (, = increase), 2945"
BCB/2946,"Exports (Fob), Total"
BCB/2947,"Exports (Fob), Primary products"
BCB/2948,"Exports (Fob), Cotton, not carded or combed"
BCB/2950,"Exports (Fob), Coffee, not roasted"
BCB/2951,"Exports (Fob), Shrimps, frozen"
BCB/2952,"Exports (Fob), Meat of bovine animals, fresh, chilled or frozen"
BCB/2953,"Exports (Fob), Meat of swine, fresh, chilled or frozen"
BCB/2954,"Exports (Fob), Meat and edible offal of chicken, fresh, chilled or frozen"
BCB/2955,"Exports (Fob), Meat and edible offal of turkey, fresh, chilled or frozen"
BCB/2956,"Exports (Fob), Cashew nuts"
BCB/2958,"Exports (Fob), Kaolin and other kaolinic clays"
BCB/2959,"Exports (Fob), Oil-cake and other residues from soybeans"
BCB/2960,"Exports (Fob), Tobacco, unmanufactured; tobacco refuse"
BCB/2963,"Exports (Fob), Marble and granite, crude or roughly trimmed"
BCB/2965,"Exports (Fob), Aluminum ore and concentrates"
BCB/2966,"Exports (Fob), Iron ore and concentrates"
BCB/2967,"Exports (Fob), Manganese ore and concentrates"
BCB/2971,"Exports (Fob), Soybeans, including grinded"
BCB/2972,"Exports (Fob), Guts, bladders and stomachs of animals"
BCB/2973,"Exports (Fob), Other primary products"
BCB/2974,"Exports (Fob), Semimanufactured products"
BCB/2975,"Exports (Fob), Cane sugar, raw"
BCB/2976,"Exports (Fob), Aluminum, unwrought"
BCB/2977,"Exports (Fob), Synthetic rubber and factice derived from oils"
BCB/2978,"Exports (Fob), Cocoa powder, not sweetened"
BCB/2979,"Exports (Fob), Copper cathodes"
BCB/2980,"Exports (Fob), Nickel cathodes"
BCB/2981,"Exports (Fob), Vegetable waxes"
BCB/2982,"Exports (Fob), Hides and skins"
BCB/2983,"Exports (Fob), Tin, unwrought, not alloyed"
BCB/2984,"Exports (Fob), Tanning extracts of vegetable origin"
BCB/2985,"Exports (Fob), Pig iron and spigeleisen"
BCB/2986,"Exports (Fob), Ferroalloys"
BCB/2987,"Exports (Fob), Aluminum alloys, unwrought"
BCB/2988,"Exports (Fob), Veneer and plywood sheet"
BCB/2989,"Exports (Fob), Wood, sawn or chipped lengthwise, over 6mm thick"
BCB/2990,"Exports (Fob), Cocoa butter, fat and oil"
BCB/2991,"Exports (Fob), Nickel mattes"
BCB/2992,"Exports (Fob), Soybean oil, crude"
BCB/2993,"Exports (Fob), Gold, nonmonetary in semimanufactured forms"
BCB/2994,"Exports (Fob), Cocoa paste"
BCB/2995,"Exports (Fob), Chemical wood pulp"
BCB/2996,"Exports (Fob), Iron or nonalloy steel semifinished products"
BCB/2997,"Exports (Fob), Vegetable saps and extracts, and pectic substances"
BCB/2999,"Exports (Fob), Zinc, unwrought"
BCB/3000,"Exports (Fob), Other semimanufactured products"
BCB/3001,"Exports (Fob), Manufactured products"
BCB/3002,"Exports (Fob), Cane sugar, refined"
BCB/3003,"Exports (Fob), Transmission and reception apparatus, and components"
BCB/3004,"Exports (Fob), Passenger motor vehicles"
BCB/3005,"Exports (Fob), Airplanes"
BCB/3006,"Exports (Fob), Pumps, compressors, fans and others"
BCB/3008,"Exports (Fob), Footwear, parts and components"
BCB/3009,"Exports (Fob), Chassis fitted with engines and bodies for motor vehicles"
BCB/3012,"Exports (Fob), Iron and nonalloy steel bars and rods"
BCB/3013,"Exports (Fob), Gasoline"
BCB/3014,"Exports (Fob), Hydrocarbons and halogenated derivatives"
BCB/3015,"Exports (Fob), Plywood and similar laminated wood"
BCB/3017,"Exports (Fob), Civil engineering and contractors' plant and equipment"
BCB/3018,"Exports (Fob), Passenger motor vehicles engines and parts thereof"
BCB/3019,"Exports (Fob), Electric motors, generators, transformers; parts thereof"
BCB/3020,"Exports (Fob), Furniture and parts thereof, except for medical-surgical use"
BCB/3021,"Exports (Fob), Fuel oils"
BCB/3022,"Exports (Fob), Paper and paperboard used for writing, printing etc."
BCB/3023,"Exports (Fob), Parts and accessories for motor cars and tractors"
BCB/3024,"Exports (Fob), Pneumatic rubber tires"
BCB/3025,"Exports (Fob), Polymers of ethylene, propylene and styrene"
BCB/3027,"Exports (Fob), Iron or nonalloy steel flat-rolled products"
BCB/3028,"Exports (Fob), Bearings, shafts and gears, parts thereof"
BCB/3029,"Exports (Fob), Orange juice"
BCB/3030,"Exports (Fob), Iron, cast iron and steel tubes, pipes and hollow profiles, fittings for tubes and pipes"
BCB/3031,"Exports (Fob), Motor vehicles for the transport of goods"
BCB/3032,"Exports (Fob), Other manufactured products"
BCB/3033,"Exports (Fob), Special operations"
BCB/3034,"Imports (Fob), Total (MDIC)"
BCB/3035,"Imports (Fob), Durable consumer goods"
BCB/3036,"Imports (Fob), Machines and apparatuses for domestic use"
BCB/3037,"Imports (Fob), Furniture and other house equipments"
BCB/3038,"Imports (Fob), Articles of adornment, personal use and others"
BCB/3039,"Imports (Fob), Durable consumer goods parts and spares"
BCB/3040,"Imports (Fob), Household appliances"
BCB/3041,"Imports (Fob), Passenger vehicles"
BCB/3042,"Imports (Fob), Other durables consumer goods"
BCB/3043,"Imports (Fob), Nondurable consumer goods"
BCB/3044,"Imports (Fob), Beverage and tobacco"
BCB/3045,"Imports (Fob), Foodstuffs, 3045"
BCB/3046,"Imports (Fob), Pharmaceutical products"
BCB/3047,"Imports (Fob), Beauty products"
BCB/3048,"Imports (Fob), Apparel and other textil clothing"
BCB/3049,"Imports (Fob), Other nondurable consumer goods"
BCB/3050,"Imports (Fob), Intermediate products and raw materials"
BCB/3051,"Imports (Fob), Accessories for transportation equipment"
BCB/3052,"Imports (Fob), Animal feed"
BCB/3053,"Imports (Fob), Building materials"
BCB/3054,"Imports (Fob), Other raw materials for farming"
BCB/3055,"Imports (Fob), Transportation equipment, parts and spares"
BCB/3056,"Imports (Fob), Inedible farm products"
BCB/3057,"Imports (Fob), Foodstuffs, 3057"
BCB/3058,"Imports (Fob), Intermediate products, parts and spares"
BCB/3059,"Imports (Fob), Mineral products"
BCB/3060,"Imports (Fob), Chemical and pharmaceutical products"
BCB/3061,"Imports (Fob), Other intermediate products and raw material"
BCB/3062,"Imports (Fob), Capital goods"
BCB/3063,"Imports (Fob), Accessories for industrial machinery"
BCB/3064,"Imports (Fob), Fixed equipment for transportation"
BCB/3065,"Imports (Fob), Moving equipment for transportation"
BCB/3066,"Imports (Fob), Tools"
BCB/3067,"Imports (Fob), Machines and apparatuses for offices, scientific services"
BCB/3068,"Imports (Fob), Machines and tools"
BCB/3069,"Imports (Fob), Industrial machinery"
BCB/3071,"Imports (Fob), Other goods or equipment for farming"
BCB/3073,"Imports (Fob), Parts for farming capital goods"
BCB/3074,"Imports (Fob), Parts for industrial capital goods"
BCB/3075,"Imports (Fob), Other capital goods"
BCB/3076,"Imports (Fob), Fuels and lubricants"
BCB/3077,"Imports (Fob), Fuels"
BCB/3078,"Imports (Fob), Lubricants"
BCB/3079,"Exports (Fob), Afghanistan, Islamic State of"
BCB/3080,"Exports (Fob), South Africa"
BCB/3081,"Exports (Fob), Albania"
BCB/3082,"Exports (Fob), Germany"
BCB/3083,"Exports (Fob), Andorra"
BCB/3084,"Exports (Fob), Angola"
BCB/3085,"Exports (Fob), Anguilla"
BCB/3086,"Exports (Fob), Antigua and Barbuda"
BCB/3087,"Exports (Fob), Netherlands Antilles, Kingdom of the Netherlands"
BCB/3088,"Exports (Fob), Saudi Arabia"
BCB/3089,"Exports (Fob), Algeria"
BCB/3090,"Exports (Fob), Argentina"
BCB/3091,"Exports (Fob), Armenia, Republic of"
BCB/3092,"Exports (Fob), Aruba, Kingdom of the Netherlands"
BCB/3093,"Exports (Fob), Australia"
BCB/3094,"Exports (Fob), Austria"
BCB/3095,"Exports (Fob), Azerbaijan Republic"
BCB/3096,"Exports (Fob), Bahamas, The"
BCB/3097,"Exports (Fob), Bahrain"
BCB/3098,"Exports (Fob), Bangladesh"
BCB/3099,"Exports (Fob), Barbados"
BCB/3100,"Exports (Fob), Belarus, Republic of"
BCB/3101,"Exports (Fob), Belgium-Luxembourg"
BCB/3102,"Exports (Fob), Belize"
BCB/3103,"Exports (Fob), Benin"
BCB/3104,"Exports (Fob), Bermuda"
BCB/3105,"Exports (Fob), Bolivia"
BCB/3106,"Exports (Fob), Bosnia and Herzegovina"
BCB/3107,"Exports (Fob), Botswana"
BCB/3108,"Exports (Fob), Brunei Darussalam"
BCB/3109,"Exports (Fob), Bulgaria"
BCB/3110,"Exports (Fob), Burkina Faso"
BCB/3111,"Exports (Fob), Burundi"
BCB/3112,"Exports (Fob), Bhutan"
BCB/3113,"Exports (Fob), Cape Verde"
BCB/3114,"Exports (Fob), Cameroon"
BCB/3115,"Exports (Fob), Cambodia"
BCB/3116,"Exports (Fob), Canada"
BCB/3117,"Exports (Fob), Qatar"
BCB/3118,"Exports (Fob), Cayman Islands"
BCB/3119,"Exports (Fob), Kazakhstan, Republic of"
BCB/3120,"Exports (Fob), Chad"
BCB/3121,"Exports (Fob), Chile"
BCB/3122,"Exports (Fob), China, People's Republic of"
BCB/3123,"Exports (Fob), Cyprus"
